,,Population,,,,,,,,,,Individual,,,,
Network/Study,Condition,Animal,Year,N Nodes ,Density,Effective Information,,Network/Study,Condition,Animal,Year,Network_ID,Betweenness,Eigenvector Centrality,Degree,Node ID
LantzAndKarubian2017,Pre,Fairywrens,2014,33,0.3787879,3.971049,,LantzAndKarubian2017,Post,Fairywrens,2014,,22.2969697,,26,AAA
LantzAndKarubian2017,Post,Fairywrens,2014,66,0.2685315,4.125303,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,3,AAA
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,18,AAY
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,17,AAY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,3,AEB
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,18,AFF
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,76,AFY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,6,AGF
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,1,,14,AGF
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,3,AGG
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,17.81684982,,20,AWW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,11.2,,20,BAA
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,20,BAB
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,11,BAB
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,32,BAF
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,1,BAF
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,11.2,,20,BBF
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,12,BBF
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,4,BGB
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,11.2,,21,BWA
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,12,BWA
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,4,BWB
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,4,BWE
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,2,BWE
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,1,BWY
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,1,,2,BWY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,1,EAE
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,1,EAE
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,2,EAW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,6,EEB
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,EEF
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,46,EEF
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,18,EGE
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,11.2,,21,EGW
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,12,EGW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,13,EWE
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,18,EWE
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,16,EWW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,19,EXE
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,1,EXE
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,6,EYF
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,76,FBF
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,77,FEA
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,1,FEE
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,FFG
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,37,FFG
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,1.026315789,,23,FFW
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0.545454545,,15,FFW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,2,FWF
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,13,FYA
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,15,FYA
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,4,GAG
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,3,,4,GAG
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,GBA
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,6,GEG
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,1,GFY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,6,GGA
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,77,GGE
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,GWE
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,32,GWE
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,GYG
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,6,GYW
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,10,GYW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,UNB1
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,UNB2
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,UNB3
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,3,UNBAEG
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,3,UNBKathleens
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,6,WBW
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,1,,14,WBW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,27,WEY
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,1,WEY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,WFW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,WFY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,WGW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,WYA
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,47,WYA
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,54.18315018,,28,WYW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,XAY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,2,XXB
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,3,XXW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,25,XXX
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,4,XXY
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,2,XXY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,2,YAF
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,4,YBF
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,2,YBF
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,YBY
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,34,YBY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,22.7030303,,25,YEW
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,3,YEW
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,12,YEY
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,78,,36,YFE
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,1,,2,YFE
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0,,76,YWB
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,0.973684211,,22,YYE
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0.454545455,,14,YYE
,,,,,,,,LantzAndKarubian2017,Post,Fairywrens,2014,,11.2,,20,YYF
,,,,,,,,LantzAndKarubian2017,Pre,Fairywrens,2014,,0,,12,YYF
