"","network","animal","condition","replicate_number","network_id","betweenness_centrality","eigenvector_centrality","degree","node_id"
"262","tits_2015","tits","after",1,1,0,0.12147438528511,76,"216"
"263","tits_2015","tits","after",1,1,0.0200196621682009,0.00423633427051493,50,"291"
"264","tits_2015","tits","after",1,1,0.0156761104656359,0.00335484924350615,52,"269"
"265","tits_2015","tits","after",1,1,0,0.00198674527708777,35,"259"
"266","tits_2015","tits","after",1,1,0,2.32725239958957e-06,8,"194"
"267","tits_2015","tits","after",1,1,0.000893734918223255,0.000216991121463348,32,"266"
"268","tits_2015","tits","after",1,1,3.57493967289302e-05,1.33087415974706e-06,12,"164"
"269","tits_2015","tits","after",1,1,0.00100098310841005,0.000606569566562995,23,"182"
"270","tits_2015","tits","after",1,1,0.00781124318527125,0.685118371972271,135,"325"
"271","tits_2015","tits","after",1,1,0.000563052998480651,0.0108261773622879,42,"186"
"272","tits_2015","tits","after",1,1,0.000214496380373581,0.00523344527988967,27,"220"
"273","tits_2015","tits","after",1,1,0,0.00404186177762528,16,"210"
"274","tits_2015","tits","after",1,1,0.027938153543659,0.0517836029495775,81,"303"
"275","tits_2015","tits","after",1,1,0.00518366252569488,0.044501072071245,71,"299"
"276","tits_2015","tits","after",1,1,0.000107248190186791,0.265850881059556,92,"240"
"277","tits_2015","tits","after",1,1,0.0279739029403879,0.258000447986513,114,"333"
"278","tits_2015","tits","after",1,1,0.00169809634462418,0.010355457742595,57,"195"
"279","tits_2015","tits","after",1,1,0.00325319510233265,0.0530100523188923,95,"314"
"280","tits_2015","tits","after",1,1,3.57493967289302e-05,0.00368338740028856,26,"209"
"281","tits_2015","tits","after",1,1,0.00218071320046474,0.791937930454875,123,"310"
"282","tits_2015","tits","after",1,1,0.00130485298060595,0.0282125449114129,53,"256"
"283","tits_2015","tits","after",1,1,0.0018947180266333,0.162907922366863,103,"263"
"284","tits_2015","tits","after",1,1,3.57493967289302e-05,0.235886459158198,101,"288"
"285","tits_2015","tits","after",1,1,0.00291357583340781,0.282365292594039,95,"251"
"286","tits_2015","tits","after",1,1,1.78746983644651e-05,0.266754382132262,99,"238"
"287","tits_2015","tits","after",1,1,0.000285995173831442,0.000302684221804307,24,"208"
"288","tits_2015","tits","after",1,1,0.000428992760747162,0.0367046457720774,80,"211"
"289","tits_2015","tits","after",1,1,0.00729287693270176,0.621184973980254,107,"250"
"290","tits_2015","tits","after",1,1,0,0.598501254881208,101,"236"
"291","tits_2015","tits","after",1,1,0.0674948610242202,0.789401103219543,132,"267"
"292","tits_2015","tits","after",1,1,0,3.10494337997886e-06,3,"193"
"293","tits_2015","tits","after",1,1,0,0.00122688268293669,23,"214"
"294","tits_2015","tits","after",1,1,0.00212708910537135,0.000367904194254208,26,"162"
"295","tits_2015","tits","after",1,1,0.00178746983644651,0.000201313804738896,33,"222"
"296","tits_2015","tits","after",1,1,0,0.000155942289585352,13,"200"
"297","tits_2015","tits","after",1,1,0.0174457056037179,0.000505301184351282,56,"309"
"298","tits_2015","tits","after",1,1,0,4.11039667353213e-07,6,"155"
"299","tits_2015","tits","after",1,1,0.0698364465099651,0.00106366033946761,47,"272"
"300","tits_2015","tits","after",1,1,0.0105818214317633,0.000180914999523284,38,"258"
"301","tits_2015","tits","after",1,1,0,1.25554576223698e-06,8,"183"
"302","tits_2015","tits","after",1,1,0,1.28139190593217e-06,12,"187"
"303","tits_2015","tits","after",1,1,0,3.62157276501552e-06,1,"149"
"304","tits_2015","tits","after",1,1,0.0833139690767718,0.912524464578684,138,"335"
"305","tits_2015","tits","after",1,1,0.0103137009562964,0.815046388015528,131,"330"
"306","tits_2015","tits","after",1,1,0.0393422111001877,0.417178858319591,123,"312"
"307","tits_2015","tits","after",1,1,0.00457592278130307,0.401167610917261,116,"273"
"308","tits_2015","tits","after",1,1,0.00332469389579051,0.358413789892859,112,"283"
"309","tits_2015","tits","after",1,1,0,0.147642117489352,79,"203"
"310","tits_2015","tits","after",1,1,0.00103673250513898,0.305054738090078,111,"281"
"311","tits_2015","tits","after",1,1,0.0231656090803468,0.91853526340385,123,"319"
"312","tits_2015","tits","after",1,1,0,0.00257813203412423,13,"190"
"313","tits_2015","tits","after",1,1,0,0.252793749686908,81,"239"
"314","tits_2015","tits","after",1,1,0.0431852712485477,0.505355243272801,125,"296"
"315","tits_2015","tits","after",1,1,0.0152471177048887,0.405227579542435,126,"311"
"316","tits_2015","tits","after",1,1,1.78746983644651e-05,0.212162438683131,96,"233"
"317","tits_2015","tits","after",1,1,0.218875681472875,1,149,"339"
"318","tits_2015","tits","after",1,1,0.0124765394583966,0.45074349032548,122,"318"
"319","tits_2015","tits","after",1,1,0.0104566985432121,0.409580733015458,125,"276"
"320","tits_2015","tits","after",1,1,0,0.461880632631481,106,"244"
"321","tits_2015","tits","after",1,1,0.000732862632943069,0.696730537793131,114,"237"
"322","tits_2015","tits","after",1,1,0.000983108410045581,0.525814325070108,87,"254"
"323","tits_2015","tits","after",1,1,0,0.204977058544488,85,"225"
"324","tits_2015","tits","after",1,1,0.000353025292698186,0.00702131841569781,35,"133"
"325","tits_2015","tits","after",1,1,0.000464742157476093,0.294364763072282,109,"230"
"326","tits_2015","tits","after",1,1,0.00091160961658772,0.626161287661167,107,"245"
"327","tits_2015","tits","after",1,1,0.000160872285280186,0.00703600838831793,29,"180"
"328","tits_2015","tits","after",1,1,0.00237733488247386,0.5716826346582,112,"284"
"329","tits_2015","tits","after",1,1,0.123442666904996,0.557919809416461,150,"331"
"330","tits_2015","tits","after",1,1,0.0383054785950487,0.79126117932672,124,"308"
"331","tits_2015","tits","after",1,1,0.0158012333541871,0.429343934505714,114,"313"
"332","tits_2015","tits","after",1,1,0.00126910358387702,0.72143554303132,103,"270"
"333","tits_2015","tits","after",1,1,0,0.000922799076790286,11,"99"
"334","tits_2015","tits","after",1,1,0,0.0012564604700386,9,"119"
"335","tits_2015","tits","after",1,1,0,1.63998937063958e-06,11,"131"
"336","tits_2015","tits","after",1,1,0.000178746983644651,0.0294604239940043,48,"192"
"337","tits_2015","tits","after",1,1,4.46867459111628e-05,0.00502714521455944,32,"165"
"338","tits_2015","tits","after",1,1,0.00616677093574046,0.732970492248307,123,"249"
"339","tits_2015","tits","after",1,1,0.00176959513808204,0.81548594365445,121,"255"
"340","tits_2015","tits","after",1,1,0.00473679506658325,0.825718793648534,114,"253"
"341","tits_2015","tits","after",1,1,0,5.58986468978335e-05,5,"132"
"342","tits_2015","tits","after",1,1,0,0.00391773787904274,21,"191"
"343","tits_2015","tits","after",1,1,0,0.000472625377213264,6,"137"
"344","tits_2015","tits","after",1,1,0.0356957726338368,0.00681905288088565,73,"264"
"345","tits_2015","tits","after",1,1,0.000554115649298418,0.0091448361644021,40,"167"
"346","tits_2015","tits","after",1,1,0,8.34032038633176e-07,10,"113"
"347","tits_2015","tits","after",1,1,0,0.320515811034878,101,"243"
"348","tits_2015","tits","after",1,1,0.000679238537849674,0.00542020963827901,31,"198"
"349","tits_2015","tits","after",1,1,0.00597014925373134,0.000511090191758737,9,"169"
"350","tits_2015","tits","after",1,1,0.0022522119939226,0.770694051010148,115,"248"
"351","tits_2015","tits","after",1,1,0.000500491554205023,0.779561194140426,120,"241"
"352","tits_2015","tits","after",1,1,0.00109035660023237,0.755772757214192,118,"261"
"353","tits_2015","tits","after",1,1,0.000929484314952185,0.0244184169742963,60,"188"
"354","tits_2015","tits","after",1,1,0.000250245777102511,0.00325338724167998,27,"202"
"355","tits_2015","tits","after",1,1,0,3.02987015141578e-06,3,"93"
"356","tits_2015","tits","after",1,1,0,0.00208947023476095,16,"44"
"357","tits_2015","tits","after",1,1,0,0.00251381792944291,21,"73"
"358","tits_2015","tits","after",1,1,0.00135847707569935,0.569569717647388,112,"307"
"359","tits_2015","tits","after",1,1,0.000174278309053535,0.00129260265547492,18,"126"
"360","tits_2015","tits","after",1,1,0.160336044329252,0.00716705258887377,87,"304"
"361","tits_2015","tits","after",1,1,0,4.47360015593343e-05,1,"141"
"362","tits_2015","tits","after",1,1,0,0.000157429575725052,4,"138"
"363","tits_2015","tits","after",1,1,1.78746983644651e-05,0.00896009700697791,58,"160"
"364","tits_2015","tits","after",1,1,0.0188399320761462,0.738104084793021,146,"301"
"365","tits_2015","tits","after",1,1,0.000196621682009116,0.367691635209163,129,"300"
"366","tits_2015","tits","after",1,1,0,0.340700016356331,101,"292"
"367","tits_2015","tits","after",1,1,0.0658682634730539,0.00636283671464338,63,"316"
"368","tits_2015","tits","after",1,1,0.0482974349807847,0.00338688050696739,47,"286"
"369","tits_2015","tits","after",1,1,5.36240950933953e-05,0.171133233209941,106,"235"
"370","tits_2015","tits","after",1,1,0.000580927696845116,0.00835416834392476,32,"168"
"371","tits_2015","tits","after",1,1,0,1.97270074263775e-06,7,"144"
"372","tits_2015","tits","after",1,1,0.000205559031191349,0.00210435307808109,20,"90"
"373","tits_2015","tits","after",1,1,0,0.000506626256538279,7,"170"
"374","tits_2015","tits","after",1,1,0.0345696666368755,0.258115550598476,124,"321"
"375","tits_2015","tits","after",1,1,0.00446867459111627,0.00502684999331979,44,"317"
"376","tits_2015","tits","after",1,1,0,0.0028099767427656,16,"68"
"377","tits_2015","tits","after",1,1,0,0.0003932165254642,4,"29"
"378","tits_2015","tits","after",1,1,0,0.000287850717099821,4,"95"
"379","tits_2015","tits","after",1,1,0.00221646259719367,0.38415834668644,121,"297"
"380","tits_2015","tits","after",1,1,0.00970596121190455,0.916268705331187,122,"324"
"381","tits_2015","tits","after",1,1,0.000536240950933953,0.0132671108774368,59,"175"
"382","tits_2015","tits","after",1,1,0,0.00193127503546925,14,"158"
"383","tits_2015","tits","after",1,1,0,0.00276498697549243,17,"108"
"384","tits_2015","tits","after",1,1,8.93734918223255e-05,0.0020382161770736,20,"118"
"385","tits_2015","tits","after",1,1,0,0.000973700866531282,7,"106"
"386","tits_2015","tits","after",1,1,0,0.000827118915813246,8,"135"
"387","tits_2015","tits","after",1,1,0,0.0257191765907435,49,"181"
"388","tits_2015","tits","after",1,1,0.000732862632943069,0.223710353979383,113,"229"
"389","tits_2015","tits","after",1,1,0,0.00138465219198429,10,"57"
"390","tits_2015","tits","after",1,1,3.57493967289302e-05,0.00115514346811579,12,"130"
"391","tits_2015","tits","after",1,1,0,0.0017901323040214,11,"96"
"392","tits_2015","tits","after",1,1,0,2.94605943752242e-06,16,"166"
"393","tits_2015","tits","after",1,1,0.000393243364018232,0.00160761975253343,16,"148"
"394","tits_2015","tits","after",1,1,0,0.00239067981168594,16,"109"
"395","tits_2015","tits","after",1,1,0,3.45356523870728e-06,4,"102"
"396","tits_2015","tits","after",1,1,0.000428992760747162,0.00073643932736716,21,"161"
"397","tits_2015","tits","after",1,1,0.000232371078738046,7.92486607748569e-07,10,"136"
"398","tits_2015","tits","after",1,1,0.000732862632943069,0.00581185398049027,37,"156"
"399","tits_2015","tits","after",1,1,0,0.0014948616454586,10,"63"
"400","tits_2015","tits","after",1,1,0,1.43596959074999e-07,4,"75"
"401","tits_2015","tits","after",1,1,0.000303869872195907,0.00157691464850771,17,"127"
"402","tits_2015","tits","after",1,1,0,0.000222266474097692,2,"79"
"403","tits_2015","tits","after",1,1,7.14987934578604e-05,0.05826850093033,65,"196"
"404","tits_2015","tits","after",1,1,0.000679238537849674,0.00888168560037063,43,"150"
"405","tits_2015","tits","after",1,1,0,0.000790937484505014,7,"116"
"406","tits_2015","tits","after",1,1,1.78746983644651e-05,0.42139601756892,95,"231"
"407","tits_2015","tits","after",1,1,1.78746983644651e-05,0.0405170489856058,69,"185"
"408","tits_2015","tits","after",1,1,0,4.24110920983474e-05,2,"45"
"409","tits_2015","tits","after",1,1,0.00363750111716865,0.00240032532513271,21,"125"
"410","tits_2015","tits","after",1,1,0,0.15984346358471,75,"219"
"411","tits_2015","tits","after",1,1,0,6.82493660546309e-06,5,"1"
"412","tits_2015","tits","after",1,1,0,4.38818487887328e-05,1,"46"
"413","tits_2015","tits","after",1,1,0,0.00194888285322255,14,"2"
"414","tits_2015","tits","after",1,1,0,0.000208234370677432,11,"128"
"415","tits_2015","tits","after",1,1,0,0.0265492914664942,63,"174"
"416","tits_2015","tits","after",1,1,0.00173384574135311,0.294468047448552,105,"232"
"417","tits_2015","tits","after",1,1,0.00123335418714809,0.278011805978286,85,"234"
"418","tits_2015","tits","after",1,1,0.000411118062382697,0.00116557074671843,11,"21"
"419","tits_2015","tits","after",1,1,0.000232371078738046,0.000381288493408069,15,"104"
"420","tits_2015","tits","after",1,1,0,5.96016145175639e-06,4,"30"
"421","tits_2015","tits","after",1,1,0,0.000189633079332936,28,"223"
"422","tits_2015","tits","after",1,1,0,2.23783181232037e-05,1,"58"
"423","tits_2015","tits","after",1,1,3.57493967289302e-05,0.00191454418372446,22,"139"
"424","tits_2015","tits","after",1,1,0,7.78924028537114e-06,7,"59"
"425","tits_2015","tits","after",1,1,0,4.81980184522835e-07,7,"147"
"426","tits_2015","tits","after",1,1,0,0.000574634889049505,7,"3"
"427","tits_2015","tits","after",1,1,0,2.60998013801027e-06,4,"4"
"428","tits_2015","tits","after",1,1,0.00209133970864242,0.00010685688811964,33,"218"
"429","tits_2015","tits","after",1,1,0,0.000648967426614928,8,"100"
"430","tits_2015","tits","after",1,1,0,4.44784829985416e-06,5,"47"
"431","tits_2015","tits","after",1,1,3.57493967289302e-05,5.52540275904533e-07,7,"120"
"432","tits_2015","tits","after",1,1,0.0014835999642506,0.0407649415118653,73,"179"
"433","tits_2015","tits","after",1,1,0,0.00112015209763442,12,"31"
"434","tits_2015","tits","after",1,1,0.0110465635892394,0.000154251551925319,30,"294"
"435","tits_2015","tits","after",1,1,0,2.34013406657677e-07,5,"80"
"436","tits_2015","tits","after",1,1,0,0.000826062960771382,7,"5"
"437","tits_2015","tits","after",1,1,0,1.64605993587527e-05,3,"48"
"438","tits_2015","tits","after",1,1,8.93734918223255e-05,8.62568841161662e-06,9,"32"
"439","tits_2015","tits","after",1,1,0,0.000912806141827205,13,"114"
"440","tits_2015","tits","after",1,1,0.000822236124765395,0.000706312160713366,13,"107"
"441","tits_2015","tits","after",1,1,0,0.000983178886293514,10,"49"
"442","tits_2015","tits","after",1,1,0.000160872285280186,0.0116220070051415,38,"172"
"443","tits_2015","tits","after",1,1,0,0.000737354231352476,11,"6"
"444","tits_2015","tits","after",1,1,0,3.3026339798931e-06,5,"7"
"445","tits_2015","tits","after",1,1,0,4.57670819604148e-05,3,"111"
"446","tits_2015","tits","after",1,1,0,0.000473489390604892,7,"69"
"447","tits_2015","tits","after",1,1,0,6.07144842991569e-07,1,"8"
"448","tits_2015","tits","after",1,1,0,0.000880651687633854,8,"76"
"449","tits_2015","tits","after",1,1,0.00639914201447851,0.367529690357723,94,"242"
"450","tits_2015","tits","after",1,1,0.000125122888551256,0.00149628020555022,14,"101"
"451","tits_2015","tits","after",1,1,0,2.10608480141336e-06,3,"50"
"452","tits_2015","tits","after",1,1,0,0.000107143006086542,2,"60"
"453","tits_2015","tits","after",1,1,0,0.0012800920095676,13,"77"
"454","tits_2015","tits","after",1,1,0,3.43228535197844e-06,4,"74"
"455","tits_2015","tits","after",1,1,5.36240950933953e-05,4.88426079490841e-06,15,"122"
"456","tits_2015","tits","after",1,1,0,2.23783181232017e-05,1,"61"
"457","tits_2015","tits","after",1,1,0.000857985521494325,0.00487691230593111,30,"129"
"458","tits_2015","tits","after",1,1,8.93734918223255e-05,0.0386456015556235,63,"204"
"459","tits_2015","tits","after",1,1,0,9.40389364134046e-08,3,"9"
"460","tits_2015","tits","after",1,1,5.36240950933953e-05,0.00854441837831992,25,"212"
"461","tits_2015","tits","after",1,1,0.000321744570560372,0.00196545519284176,16,"94"
"462","tits_2015","tits","after",1,1,0.00647064080793637,0.00122783219089525,19,"86"
"463","tits_2015","tits","after",1,1,0.00280632764322102,1.71085219375908e-05,13,"142"
"464","tits_2015","tits","after",1,1,0,0.16659225411262,85,"215"
"465","tits_2015","tits","after",1,1,0.000473679506658325,0.0054609385177892,29,"145"
"466","tits_2015","tits","after",1,1,0.000232371078738046,0.00306820372780992,24,"154"
"467","tits_2015","tits","after",1,1,0.00239520958083832,0.720349561831608,98,"252"
"468","tits_2015","tits","after",1,1,0,0.000678977063973112,7,"51"
"469","tits_2015","tits","after",1,1,0.0164268477969434,0.376434828079913,110,"224"
"470","tits_2015","tits","after",1,1,0,2.75273621186556e-06,3,"70"
"471","tits_2015","tits","after",1,1,0,0.000477758307251937,5,"33"
"472","tits_2015","tits","after",1,1,0.00152828671016177,0.00113764785857043,10,"97"
"473","tits_2015","tits","after",1,1,0,0.00130118189701956,10,"84"
"474","tits_2015","tits","after",1,1,0,3.64393799801465e-06,6,"10"
"475","tits_2015","tits","after",1,1,0,0.000212902790400066,3,"81"
"476","tits_2015","tits","after",1,1,0,6.92653841892115e-07,1,"87"
"477","tits_2015","tits","after",1,1,0,0.000248744219323936,3,"34"
"478","tits_2015","tits","after",1,1,0,0.000282149697762847,6,"71"
"479","tits_2015","tits","after",1,1,0,0.00405142658834996,18,"91"
"480","tits_2015","tits","after",1,1,0.000178746983644651,0.00196158581531424,15,"11"
"481","tits_2015","tits","after",1,1,0,0.00855788934897139,34,"82"
"482","tits_2015","tits","after",1,1,0,0.000953214613242219,6,"64"
"483","tits_2015","tits","after",1,1,0,0.00119275434211777,11,"121"
"484","tits_2015","tits","after",1,1,0,3.42303586009448e-06,5,"35"
"485","tits_2015","tits","after",1,1,0,8.89996887544449e-07,1,"36"
"486","tits_2015","tits","after",1,1,0,0.000427029563753859,5,"12"
"487","tits_2015","tits","after",1,1,0.00529091071588167,0.00581196748994518,39,"134"
"488","tits_2015","tits","after",1,1,0.000697113236214139,5.18332157465819e-07,7,"13"
"489","tits_2015","tits","after",1,1,0,0.00116362427694354,11,"52"
"490","tits_2015","tits","after",1,1,0.00094735901331665,9.72456061502915e-05,18,"140"
"491","tits_2015","tits","after",1,1,0,0.000361358797148899,5,"37"
"492","tits_2015","tits","after",1,1,0,0.00357414117221649,20,"83"
"493","tits_2015","tits","after",1,1,0,1.51523942237022e-06,5,"78"
"494","tits_2015","tits","after",1,1,0.00087586021985879,0.00432806079914197,27,"72"
"495","tits_2015","tits","after",1,1,0,0.000609409017999007,6,"14"
"496","tits_2015","tits","after",1,1,0,3.05564908196989e-05,1,"159"
"497","tits_2015","tits","after",1,1,0.000589865046027348,0.00239316877795924,18,"103"
"498","tits_2015","tits","after",1,1,0,0.000173027126402135,2,"53"
"499","tits_2015","tits","after",1,1,0,0.000165778821656657,4,"15"
"500","tits_2015","tits","after",1,1,0,6.14672288953738e-05,3,"22"
"501","tits_2015","tits","after",1,1,3.12807221378139e-05,0.00147530282774075,12,"16"
"502","tits_2015","tits","after",1,1,4.02180713200465e-05,0.00162384606555296,13,"38"
"503","tits_2015","tits","after",1,1,0,9.98240206414066e-06,3,"17"
"504","tits_2015","tits","after",1,1,0,0.000629937364306362,6,"39"
"505","tits_2015","tits","after",1,1,0,0.00033958674029828,3,"65"
"506","tits_2015","tits","after",1,1,0.00770399499508446,0.00107462704662406,15,"143"
"507","tits_2015","tits","after",1,1,0,0.00681268561138675,25,"117"
"508","tits_2015","tits","after",1,1,0,0.000216915656469665,1,"54"
"509","tits_2015","tits","after",1,1,0,0.000808122852451007,10,"124"
"510","tits_2015","tits","after",1,1,0,3.13312599330925e-05,2,"146"
"511","tits_2015","tits","after",1,1,0,0.000330074147972643,6,"55"
"512","tits_2015","tits","after",1,1,0,3.73172684175334e-06,7,"123"
"513","tits_2015","tits","after",1,1,0,0.000365359235990314,5,"85"
"514","tits_2015","tits","after",1,1,0.000142997586915721,0.00700651570557672,33,"157"
"515","tits_2015","tits","after",1,1,0.000446867459111628,0.248399253184373,76,"227"
"516","tits_2015","tits","after",1,1,0,0.000120191048263429,3,"40"
"517","tits_2015","tits","after",1,1,0.000178746983644651,0.0101066818230599,30,"153"
"518","tits_2015","tits","after",1,1,0,0.00239929692324395,16,"112"
"519","tits_2015","tits","after",1,1,0,0.000599915823337851,4,"24"
"520","tits_2015","tits","after",1,1,0,0.00190601300996201,14,"18"
"521","tits_2015","tits","after",1,1,0,0.000187302325434554,5,"41"
"522","tits_2015","tits","after",1,1,0.000107248190186791,0.00126783371582481,11,"19"
"523","tits_2015","tits","after",1,1,0,9.8295759526965e-08,2,"42"
"524","tits_2015","tits","after",1,1,0,0.00062832824060005,6,"89"
"525","tits_2015","tits","after",1,1,0,8.91389445174239e-05,3,"62"
"526","tits_2015","tits","after",1,1,0,0.000645237909350546,6,"88"
"527","tits_2015","tits","after",1,1,0.000125122888551256,0.000607294619322953,6,"105"
"528","tits_2015","tits","after",1,1,0,0.00189194397444928,14,"25"
"529","tits_2015","tits","after",1,1,0,0.000472243872628243,4,"26"
"530","tits_2015","tits","after",1,1,0,2.64225284108816e-06,3,"20"
"531","tits_2015","tits","after",1,1,0.00287782643667888,2.63926065346692e-06,9,"98"
"532","tits_2015","tits","after",1,1,0,0.000826566663745596,8,"110"
"533","tits_2015","tits","after",1,1,0,0.000976352472428185,7,"27"
"534","tits_2015","tits","after",1,1,0,0.000400383298189661,4,"28"
"535","tits_2015","tits","after",1,1,0,4.32052287076057e-07,4,"43"
"536","tits_2015","tits","after",1,1,0,0.000416804938134181,7,"92"
"537","tits_2015","tits","after",1,1,0,0.00104093230492082,11,"178"
"538","tits_2015","tits","after",1,1,0,0.000505645742580294,9,"184"
"539","tits_2015","tits","after",1,1,0,0.000119998011183133,3,"56"
