"Fire","SP","Group","Date","UTM1","UTM2","Bird1","Bird2"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"YEY","UNB2"
"MAIN","POST",125,"23-Jul-14",730544,8559984,"YFE","WEY"
"MAIN","POST",134,"24-Jul-14",731137,8561628,"WFW","YEW"
"EARLY","POST",138,"24-Jul-14",731253,8562840,"FEA","GGE"
"EARLY","POST",139,"24-Jul-14",731444,8562835,"FEA","GGE"
"EARLY","POST",140,"24-Jul-14",731258,8562738,"FEA","GGE"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"YFE","EXE"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"YFE","EXE"
"MAIN","POST",147,"26-Jul-14",731256,8561623,"WFW","AWW"
"MAIN","POST",148,"26-Jul-14",731263,8560756,"YYF","EGW"
"MAIN","POST",149,"26-Jul-14",731675,8560991,"WBW","GYW"
"EARLY","POST",152,"27-Jul-14",731185,8563272,"FEA","GGE"
"MAIN","POST",164,"3-Aug-14",731440,8559556,"WYA","GWE"
"MAIN","POST",165,"3-Aug-14",731400,8559576,"WYA","GWE"
"MAIN","POST",166,"3-Aug-14",731108,8560940,"YYF","BBF"
"EARLY","POST",167,"3-Aug-14",731267,8563263,"FEA","GGE"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"YEY","UNB2"
"MAIN","POST",174,"14-Aug-14",731409,8559540,"GWE","YBY"
"N","Pre",71,"29-Jun-13",731152,8561421,"AAA","WEF"
"Y","Post",91,"13-Jul-13",730959,8563326,"FEA","FBF"
"Y","Post",109,"16-Jul-13",731812,8562834,"BWB","UNB1"
"N","Post",111,"18-Jul-13",731053,8561282,"YEW","WEW"
"Y","Post",122,"21-Jul-13",731931,8562593,"XXF","UNB1"
"Y","Post",151,"1-Aug-13",731993,8562576,"FAF","BWB"
"Y","Post",160,"5-Aug-13",730771,8563581,"AWG","GWY"
"Y","Post",164,"7-Aug-13",731864,8562924,"BAG","XXF"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"WYW","EGW"
"EARLY","POST",105,"20-Jul-14",731315,8561542,"BBF","WYW"
"MAIN","POST",111,"21-Jul-14",731101,8561912,"AAY","YEW"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"YEY","UNB3"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"YFE","GYG"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"YFE","GYG"
"MAIN","POST",148,"26-Jul-14",731263,8560756,"YYF","BBF"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"YEY","UNB3"
"Y","Post",91,"13-Jul-13",730959,8563326,"FEA","EGE"
"Y","Post",109,"16-Jul-13",731812,8562834,"BWB","UNB2"
"Y","Post",122,"21-Jul-13",731931,8562593,"XXF","UNB2"
"Y","Post",151,"1-Aug-13",731993,8562576,"FAF","EBW"
"Y","Post",164,"7-Aug-13",731864,8562924,"BAG","BAB"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"WYW","BAA"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"YEY","WFY"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"YFE","XAY"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"YFE","XAY"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"YEY","WFY"
"Y","Post",91,"13-Jul-13",730959,8563326,"FEA","GWY"
"Y","Post",164,"7-Aug-13",731864,8562924,"BAG","BWB"
"Y","Pre",5,"16-May-13",732353,8562049,"YWE","GGA"
"N","Pre",7,"19-May-13",731338,8562206,"EFE","BYY"
"N","Pre",34,"11-Jun-13",730797,8562632,"YBF","AFF"
"N","Pre",51,"23-Jun-13",NA,NA,"FWF","BWY"
"N","Pre",55,"24-Jun-13",730370,8560080,"BAF","GYG"
"N","Pre",71,"29-Jun-13",731152,8561421,"BFW","WYW"
"Y","Post",91,"13-Jul-13",730959,8563326,"BYG","YWB"
"Y","Post",103,"15-Jul-13",731149,8563146,"AFY","YWB"
"Y","Post",109,"16-Jul-13",731812,8562834,"BAG","BAB"
"N","Post",111,"18-Jul-13",731053,8561282,"BFW","FWA"
"N","Post",117,"19-Jul-13",731186,8561456,"AAA","BFW"
"Y","Post",122,"21-Jul-13",731931,8562593,"BAG","BAB"
"Y","Post",145,"28-Jul-13",731504,8561133,"GYW","EEW"
"Y","Post",151,"1-Aug-13",731993,8562576,"BAG","EAA"
"Y","Post",160,"5-Aug-13",730771,8563581,"BEE","EGE"
"N","Post",161,"6-Aug-13",731003,8561555,"BFW","WYW"
"Y","Post",163,"7-Aug-13",731217,8563128,"GGE","FEA"
"Y","Post",164,"7-Aug-13",731864,8562924,"UNB1","UNB2"
"N","Post",173,"23-Aug-13",730612,8562128,"EYE","GFY"
"MAIN","PRE",3,"15-Jun-14",731050,8561318,"YYF","BBF"
"EARLY","PRE",33,"24-Jun-14",731030,8561187,"BWA","YYF"
"EARLY","POST",39,"26-Jun-14",731752,8563212,"BAB","XXW"
"EARLY","POST",44,"27-Jun-14",731109,8563069,"FBF","GGE"
"EARLY","POST",45,"27-Jun-14",731102,8563069,"FBF","GGE"
"MAIN","PRE",49,"27-Jun-14",NA,NA,"FFG","GWE"
"EARLY","POST",52,"28-Jun-14",731238,8563182,"GGE","FEA"
"EARLY","POST",54,"28-Jun-14",732327,8563871,"UNBKathleens","UNBAEG"
"MAIN","PRE",58,"30-Jun-14",731406,8559572,"FFG","YBY"
"MAIN","PRE",59,"30-Jun-14",731353,8559598,"FFG","YBY"
"MAIN","PRE",60,"30-Jun-14",731329,8559678,"FFG","YBY"
"MAIN","PRE",61,"1-Jul-14",731422,8559484,"FFG","YBY"
"MAIN","PRE",62,"1-Jul-14",731383,8559600,"FFG","YBY"
"EARLY","POST",63,"1-Jul-14",731198,8562900,"FEA","YWB"
"EARLY","POST",64,"2-Jul-14",731244,8562874,"GGE","FEA"
"EARLY","POST",65,"2-Jul-14",731262,8562867,"YWB","GGE"
"EARLY","POST",67,"3-Jul-14",731259,8562734,"FEA","YWB"
"MAIN","PRE",72,"5-Jul-14",731092,8561037,"BWA","EGW"
"MAIN","PRE",73,"5-Jul-14",731522,8559824,"WYA","YBY"
"EARLY","POST",77,"7-Jul-14",731186,8562798,"GGE","FBF"
"MAIN","PRE",78,"7-Jul-14",731262,8561415,"BWA","EGW"
"EARLY","POST",88,"14-Jul-14",731721,8563208,"GGE","FBF"
"EARLY","POST",89,"15-Jul-14",731734,8563158,"GGE","FBF"
"EARLY","POST",95,"17-Jul-14",731261,8562735,"YWB","FBF"
"EARLY","POST",99,"19-Jul-14",731250,8562822,"YWB","FBF"
"EARLY","POST",100,"19-Jul-14",731270,8562804,"YWB","FBF"
"EARLY","POST",101,"20-Jul-14",730574,8560198,"WEY","XXX"
"EARLY","POST",102,"20-Jul-14",730575,8560168,"WEY","XXX"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"BBF","YYF"
"EARLY","POST",105,"20-Jul-14",731315,8561542,"BWA","YYF"
"MAIN","POST",111,"21-Jul-14",731101,8561912,"EWE","FYA"
"EARLY","POST",123,"23-Jul-14",731268,8562724,"YWB","AFY"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"WGW","UNB1"
"MAIN","POST",125,"23-Jul-14",730544,8559984,"EXE","XXX"
"MAIN","POST",134,"24-Jul-14",731137,8561628,"WYW","AWW"
"EARLY","POST",138,"24-Jul-14",731253,8562840,"YWB","AFY"
"EARLY","POST",139,"24-Jul-14",731444,8562835,"YWB","AFY"
"EARLY","POST",140,"24-Jul-14",731258,8562738,"YWB","AFY"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"WEY","XXX"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"WEY","XXX"
"MAIN","POST",147,"26-Jul-14",731256,8561623,"WYW","YEW"
"MAIN","POST",148,"26-Jul-14",731263,8560756,"YFE","BWA"
"MAIN","POST",149,"26-Jul-14",731675,8560991,"GAG","XXY"
"EARLY","POST",152,"27-Jul-14",731185,8563272,"YWB","AFY"
"MAIN","POST",154,"27-Jul-14",731778,8562387,"GGA","EYF"
"MAIN","POST",156,"29-Jul-14",730498,8559996,"XXX","EXE"
"MAIN","POST",164,"3-Aug-14",731440,8559556,"FFG","YBY"
"MAIN","POST",165,"3-Aug-14",731400,8559576,"FFG","YBY"
"MAIN","POST",166,"3-Aug-14",731108,8560940,"EGW","BWA"
"EARLY","POST",167,"3-Aug-14",731267,8563263,"YWB","AFY"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"WGW","UNB1"
"MAIN","POST",174,"14-Aug-14",731409,8559540,"WYA","FFG"
"MAIN","POST",175,"26-Jul-14",NA,NA,"GGA","EYF"
"N","Pre",34,"11-Jun-13",730797,8562632,"YBF","BEY"
"N","Pre",71,"29-Jun-13",731152,8561421,"BFW","BBF"
"Y","Post",91,"13-Jul-13",730959,8563326,"BYG","BEE"
"Y","Post",109,"16-Jul-13",731812,8562834,"BAG","XXF"
"N","Post",111,"18-Jul-13",731053,8561282,"BFW","BAA"
"Y","Post",122,"21-Jul-13",731931,8562593,"BAG","BWB"
"Y","Post",151,"1-Aug-13",731993,8562576,"BAG","XXF"
"Y","Post",160,"5-Aug-13",730771,8563581,"BEE","FBF"
"Y","Post",164,"7-Aug-13",731864,8562924,"UNB1","FAF"
"EARLY","POST",44,"27-Jun-14",731109,8563069,"FBF","YWB"
"EARLY","POST",45,"27-Jun-14",731102,8563069,"FBF","YWB"
"MAIN","PRE",49,"27-Jun-14",NA,NA,"FFG","YBY"
"EARLY","POST",52,"28-Jun-14",731238,8563182,"GGE","FBF"
"MAIN","PRE",58,"30-Jun-14",731406,8559572,"FFG","EEF"
"MAIN","PRE",59,"30-Jun-14",731353,8559598,"FFG","EEF"
"MAIN","PRE",60,"30-Jun-14",731329,8559678,"FFG","EEF"
"MAIN","PRE",61,"1-Jul-14",731422,8559484,"FFG","EEF"
"MAIN","PRE",62,"1-Jul-14",731383,8559600,"FFG","EEF"
"EARLY","POST",63,"1-Jul-14",731198,8562900,"FEA","AFY"
"EARLY","POST",64,"2-Jul-14",731244,8562874,"GGE","FBF"
"EARLY","POST",65,"2-Jul-14",731262,8562867,"YWB","FBF"
"EARLY","POST",67,"3-Jul-14",731259,8562734,"FEA","AFY"
"EARLY","POST",77,"7-Jul-14",731186,8562798,"GGE","YWB"
"EARLY","POST",88,"14-Jul-14",731721,8563208,"GGE","YWB"
"EARLY","POST",89,"15-Jul-14",731734,8563158,"GGE","YWB"
"EARLY","POST",95,"17-Jul-14",731261,8562735,"YWB","GGE"
"EARLY","POST",99,"19-Jul-14",731250,8562822,"YWB","GGE"
"EARLY","POST",100,"19-Jul-14",731270,8562804,"YWB","GGE"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"BBF","BWA"
"EARLY","POST",105,"20-Jul-14",731315,8561542,"BWA","EGW"
"MAIN","POST",111,"21-Jul-14",731101,8561912,"EWE","AAY"
"EARLY","POST",123,"23-Jul-14",731268,8562724,"YWB","GGE"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"WGW","UNB2"
"MAIN","POST",125,"23-Jul-14",730544,8559984,"EXE","WEY"
"MAIN","POST",134,"24-Jul-14",731137,8561628,"WYW","YEW"
"EARLY","POST",138,"24-Jul-14",731253,8562840,"YWB","GGE"
"EARLY","POST",139,"24-Jul-14",731444,8562835,"YWB","GGE"
"EARLY","POST",140,"24-Jul-14",731258,8562738,"YWB","GGE"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"WEY","EXE"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"WEY","EXE"
"MAIN","POST",147,"26-Jul-14",731256,8561623,"WYW","AWW"
"MAIN","POST",148,"26-Jul-14",731263,8560756,"YFE","EGW"
"MAIN","POST",149,"26-Jul-14",731675,8560991,"GAG","GYW"
"EARLY","POST",152,"27-Jul-14",731185,8563272,"YWB","GGE"
"MAIN","POST",164,"3-Aug-14",731440,8559556,"FFG","GWE"
"MAIN","POST",165,"3-Aug-14",731400,8559576,"FFG","GWE"
"MAIN","POST",166,"3-Aug-14",731108,8560940,"EGW","BBF"
"EARLY","POST",167,"3-Aug-14",731267,8563263,"YWB","GGE"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"WGW","UNB2"
"MAIN","POST",174,"14-Aug-14",731409,8559540,"WYA","YBY"
"N","Pre",71,"29-Jun-13",731152,8561421,"BFW","WEF"
"Y","Post",91,"13-Jul-13",730959,8563326,"BYG","FBF"
"Y","Post",109,"16-Jul-13",731812,8562834,"BAG","UNB1"
"N","Post",111,"18-Jul-13",731053,8561282,"BFW","WEW"
"Y","Post",122,"21-Jul-13",731931,8562593,"BAG","UNB1"
"Y","Post",151,"1-Aug-13",731993,8562576,"BAG","BWB"
"Y","Post",160,"5-Aug-13",730771,8563581,"BEE","GWY"
"Y","Post",164,"7-Aug-13",731864,8562924,"UNB1","XXF"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"BBF","EGW"
"EARLY","POST",105,"20-Jul-14",731315,8561542,"BWA","WYW"
"MAIN","POST",111,"21-Jul-14",731101,8561912,"EWE","YEW"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"WGW","UNB3"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"WEY","GYG"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"WEY","GYG"
"MAIN","POST",148,"26-Jul-14",731263,8560756,"YFE","BBF"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"WGW","UNB3"
"Y","Post",91,"13-Jul-13",730959,8563326,"BYG","EGE"
"Y","Post",109,"16-Jul-13",731812,8562834,"BAG","UNB2"
"Y","Post",122,"21-Jul-13",731931,8562593,"BAG","UNB2"
"Y","Post",151,"1-Aug-13",731993,8562576,"BAG","EBW"
"Y","Post",164,"7-Aug-13",731864,8562924,"UNB1","BAB"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"BBF","BAA"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"WGW","WFY"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"WEY","XAY"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"WEY","XAY"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"WGW","WFY"
"Y","Post",91,"13-Jul-13",730959,8563326,"BYG","GWY"
"Y","Post",164,"7-Aug-13",731864,8562924,"UNB1","BWB"
"N","Pre",34,"11-Jun-13",730797,8562632,"AFF","BEY"
"N","Pre",71,"29-Jun-13",731152,8561421,"WYW","BBF"
"Y","Post",91,"13-Jul-13",730959,8563326,"YWB","BEE"
"Y","Post",109,"16-Jul-13",731812,8562834,"BAB","XXF"
"N","Post",111,"18-Jul-13",731053,8561282,"FWA","BAA"
"Y","Post",122,"21-Jul-13",731931,8562593,"BAB","BWB"
"Y","Post",151,"1-Aug-13",731993,8562576,"EAA","XXF"
"Y","Post",160,"5-Aug-13",730771,8563581,"EGE","FBF"
"Y","Post",164,"7-Aug-13",731864,8562924,"UNB2","FAF"
"EARLY","POST",44,"27-Jun-14",731109,8563069,"GGE","YWB"
"EARLY","POST",45,"27-Jun-14",731102,8563069,"GGE","YWB"
"MAIN","PRE",49,"27-Jun-14",NA,NA,"GWE","YBY"
"EARLY","POST",52,"28-Jun-14",731238,8563182,"FEA","FBF"
"MAIN","PRE",58,"30-Jun-14",731406,8559572,"YBY","EEF"
"MAIN","PRE",59,"30-Jun-14",731353,8559598,"YBY","EEF"
"MAIN","PRE",60,"30-Jun-14",731329,8559678,"YBY","EEF"
"MAIN","PRE",61,"1-Jul-14",731422,8559484,"YBY","EEF"
"MAIN","PRE",62,"1-Jul-14",731383,8559600,"YBY","EEF"
"EARLY","POST",63,"1-Jul-14",731198,8562900,"YWB","AFY"
"EARLY","POST",64,"2-Jul-14",731244,8562874,"FEA","FBF"
"EARLY","POST",65,"2-Jul-14",731262,8562867,"GGE","FBF"
"EARLY","POST",67,"3-Jul-14",731259,8562734,"YWB","AFY"
"EARLY","POST",77,"7-Jul-14",731186,8562798,"FBF","YWB"
"EARLY","POST",88,"14-Jul-14",731721,8563208,"FBF","YWB"
"EARLY","POST",89,"15-Jul-14",731734,8563158,"FBF","YWB"
"EARLY","POST",95,"17-Jul-14",731261,8562735,"FBF","GGE"
"EARLY","POST",99,"19-Jul-14",731250,8562822,"FBF","GGE"
"EARLY","POST",100,"19-Jul-14",731270,8562804,"FBF","GGE"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"YYF","BWA"
"EARLY","POST",105,"20-Jul-14",731315,8561542,"YYF","EGW"
"MAIN","POST",111,"21-Jul-14",731101,8561912,"FYA","AAY"
"EARLY","POST",123,"23-Jul-14",731268,8562724,"AFY","GGE"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"UNB1","UNB2"
"MAIN","POST",125,"23-Jul-14",730544,8559984,"XXX","WEY"
"MAIN","POST",134,"24-Jul-14",731137,8561628,"AWW","YEW"
"EARLY","POST",138,"24-Jul-14",731253,8562840,"AFY","GGE"
"EARLY","POST",139,"24-Jul-14",731444,8562835,"AFY","GGE"
"EARLY","POST",140,"24-Jul-14",731258,8562738,"AFY","GGE"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"XXX","EXE"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"XXX","EXE"
"MAIN","POST",147,"26-Jul-14",731256,8561623,"YEW","AWW"
"MAIN","POST",148,"26-Jul-14",731263,8560756,"BWA","EGW"
"MAIN","POST",149,"26-Jul-14",731675,8560991,"XXY","GYW"
"EARLY","POST",152,"27-Jul-14",731185,8563272,"AFY","GGE"
"MAIN","POST",164,"3-Aug-14",731440,8559556,"YBY","GWE"
"MAIN","POST",165,"3-Aug-14",731400,8559576,"YBY","GWE"
"MAIN","POST",166,"3-Aug-14",731108,8560940,"BWA","BBF"
"EARLY","POST",167,"3-Aug-14",731267,8563263,"AFY","GGE"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"UNB1","UNB2"
"MAIN","POST",174,"14-Aug-14",731409,8559540,"FFG","YBY"
"N","Pre",71,"29-Jun-13",731152,8561421,"WYW","WEF"
"Y","Post",91,"13-Jul-13",730959,8563326,"YWB","FBF"
"Y","Post",109,"16-Jul-13",731812,8562834,"BAB","UNB1"
"N","Post",111,"18-Jul-13",731053,8561282,"FWA","WEW"
"Y","Post",122,"21-Jul-13",731931,8562593,"BAB","UNB1"
"Y","Post",151,"1-Aug-13",731993,8562576,"EAA","BWB"
"Y","Post",160,"5-Aug-13",730771,8563581,"EGE","GWY"
"Y","Post",164,"7-Aug-13",731864,8562924,"UNB2","XXF"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"YYF","EGW"
"EARLY","POST",105,"20-Jul-14",731315,8561542,"YYF","WYW"
"MAIN","POST",111,"21-Jul-14",731101,8561912,"FYA","YEW"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"UNB1","UNB3"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"XXX","GYG"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"XXX","GYG"
"MAIN","POST",148,"26-Jul-14",731263,8560756,"BWA","BBF"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"UNB1","UNB3"
"Y","Post",91,"13-Jul-13",730959,8563326,"YWB","EGE"
"Y","Post",109,"16-Jul-13",731812,8562834,"BAB","UNB2"
"Y","Post",122,"21-Jul-13",731931,8562593,"BAB","UNB2"
"Y","Post",151,"1-Aug-13",731993,8562576,"EAA","EBW"
"Y","Post",164,"7-Aug-13",731864,8562924,"UNB2","BAB"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"YYF","BAA"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"UNB1","WFY"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"XXX","XAY"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"XXX","XAY"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"UNB1","WFY"
"Y","Post",91,"13-Jul-13",730959,8563326,"YWB","GWY"
"Y","Post",164,"7-Aug-13",731864,8562924,"UNB2","BWB"
"N","Pre",71,"29-Jun-13",731152,8561421,"BBF","WEF"
"Y","Post",91,"13-Jul-13",730959,8563326,"BEE","FBF"
"Y","Post",109,"16-Jul-13",731812,8562834,"XXF","UNB1"
"N","Post",111,"18-Jul-13",731053,8561282,"BAA","WEW"
"Y","Post",122,"21-Jul-13",731931,8562593,"BWB","UNB1"
"Y","Post",151,"1-Aug-13",731993,8562576,"XXF","BWB"
"Y","Post",160,"5-Aug-13",730771,8563581,"FBF","GWY"
"Y","Post",164,"7-Aug-13",731864,8562924,"FAF","XXF"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"BWA","EGW"
"EARLY","POST",105,"20-Jul-14",731315,8561542,"EGW","WYW"
"MAIN","POST",111,"21-Jul-14",731101,8561912,"AAY","YEW"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"UNB2","UNB3"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"EXE","GYG"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"EXE","GYG"
"MAIN","POST",148,"26-Jul-14",731263,8560756,"EGW","BBF"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"UNB2","UNB3"
"Y","Post",91,"13-Jul-13",730959,8563326,"BEE","EGE"
"Y","Post",109,"16-Jul-13",731812,8562834,"XXF","UNB2"
"Y","Post",122,"21-Jul-13",731931,8562593,"BWB","UNB2"
"Y","Post",151,"1-Aug-13",731993,8562576,"XXF","EBW"
"Y","Post",164,"7-Aug-13",731864,8562924,"FAF","BAB"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"BWA","BAA"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"UNB2","WFY"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"EXE","XAY"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"EXE","XAY"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"UNB2","WFY"
"Y","Post",91,"13-Jul-13",730959,8563326,"BEE","GWY"
"Y","Post",164,"7-Aug-13",731864,8562924,"FAF","BWB"
"Y","Post",91,"13-Jul-13",730959,8563326,"FBF","EGE"
"Y","Post",109,"16-Jul-13",731812,8562834,"UNB1","UNB2"
"Y","Post",122,"21-Jul-13",731931,8562593,"UNB1","UNB2"
"Y","Post",151,"1-Aug-13",731993,8562576,"BWB","EBW"
"Y","Post",164,"7-Aug-13",731864,8562924,"XXF","BAB"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"EGW","BAA"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"UNB3","WFY"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"GYG","XAY"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"GYG","XAY"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"UNB3","WFY"
"Y","Post",91,"13-Jul-13",730959,8563326,"FBF","GWY"
"Y","Post",164,"7-Aug-13",731864,8562924,"XXF","BWB"
"Y","Post",91,"13-Jul-13",730959,8563326,"EGE","GWY"
"Y","Post",164,"7-Aug-13",731864,8562924,"BAB","BWB"
